,asin,description,title,price
531,531,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's White Cheddar Seasoning, 2.85 Ounce Shakers (Pack of 3)",9.88
532,532,"The Mighty Chia SeedChia seeds were first harvested over 3,000 years ago by the ancient Mayan, Inca and Aztec empires. Warriors used this tiny superfood during times of conquest to improve stamina and endurance. Raw, gluten-free, organic, vegan, nut-free and grain-free, these seeds make the perfect addition to any modern-day diet.Key Highlights of Viva Labs Organic Chia SeedsOmega 3's:Chia Seeds are naturally preserved by an omega-3 called cinnamic acid, preventing them from going rancid and extending their shelf-life. Studies indicate omega-3's help to reduce inflammation and improve cardiovascular health. Viva Labs Organic Chia Seeds contain 2,440mg of omega-3's per serving.Fiber:Fiber has been shown to promote regularity, maintain blood sugar and promote a satiety effect. Viva Labs Organic Chia Seeds contain 4g of fiber per serving, making it an excellent all-natural thickener and binder in all of your favourite recipes.Suggested Uses for Viva Labs Organic Chia SeedsChia seeds can be used as a binder in virtually any recipe because of its gel-forming ability, or can simply be sprinkled over your favourite smoothies, oatmeal, yogurt and salads. Add 1-2 tablespoons per day to amplify the nutritional integrity of your favourite dishes.The Viva Labs DifferenceChia seeds, derived from the purple flowers of the plant Salva hispanica, are sustainably grown in the mineral-rich soil regions of South America. Once the flowers have fully matured, they are thoroughly threshed and cleaned, yielding seeds of exquisite taste and nutritional substance. Viva Labs selectively chooses prime quality chia seeds, supplying higher concentrations of inflammation-reducing omega-3. Viva Labs Organic Chia Seeds are sourced directly from farmers in compliance with fair trade practices and are certified organic.","Viva Labs Organic Raw Chia Seeds, 1 lb Bag",10.0
533,533,,"Carnation Breakfast Essentials Nutrition Bars, Chocolate, 1.76 Ounce (Pack of 15)",18.2
534,534,"When you're fully torqued, nothing else matters. No momentary buzz, it's a deep roasted way of life that's not for the faint of heart or the easily embarrassed. Your fire is always burning, waiting for the right moment to roar back to life. Whether you're fully torqued in public or in the semi-privacy of your car's backseat, you're proudly standing up to the world and saying, ""I'm extra bold. And I'm not ashamed of it.""","Workaholics Coffee, Fully Torqued, 12 Count",8.52
535,535,"What is Cacao?Revered for its natural energizing and wholesome properties, cacao powder is renowned as one of the world's most powerful superfoods. Viva Labs Organic Raw Cacao Powder instantly transforms desserts, smoothies and other treats into guilt-free bliss.Why Choose Viva Labs Organic Raw Cacao PowderFiber:Unlike processed cocoa powder, raw cacao powder is a rich source of fiber. Fiber has been shown to promote regularity and help balance blood sugar levels. Viva Labs Organic Raw Cacao Powder provides 4g of fiber per serving.Antioxidants:A study published by the American Heart Association compared the flavonoid content of several different foods, including tea, fruits and vegetables. Cacao showed to have almost 8 times the amount of flavonoids as black tea, in addition to surpassing all other foods studied. We recommend using 2 tablespoons of Viva Labs Raw Organic Cacao Powder per day for maximum polyphenol potential.Raw:Unlike conventional cocoa powder or chocolate, raw cacao powder is unprocessed and contains no added sugars, retaining its full-bodied nutrition profile. Viva Labs cacao powder is produced at low temperatures to ensure a raw, organic product.The Viva Labs DifferenceTo preserve its flavor and maximum nutritional value, our cacao powder is made from premium organic unroasted cacao beans harvested in the warm, climate regions of Peru. The beans are selectively hand-picked when the pods have fully ripened, and are then carefully pressed and ground into a cake-like paste. The delicious pulp is then slowly grinded into a fine, delicate powder at low temperatures releasing the flavorful precursors of luscious chocolate. Viva Labs Raw Organic Cacao Powder is Non-GMO Project Certified and is sustainably sourced in accordance with fair trade practices.","Viva Labs Organic, Non-GMO, Raw Cacao Powder, 16 oz. Pouch",10.0
536,536,,"Green Giant Veggie Blend-Ins 100% Vegetable Puree, Butternut Squash, 36 Ounces (9 Pouches)",14.0
537,537,,"Cafe Altura Freeze Dried Instant Coffee, 3.5 Ounce (Pack of 2)",22.31
538,538,"Personality: cool and refreshing, uplifting. Herbal power: soothes your belly and alleviates digestive discomfort. Reason to love: mentha x piperita, more commonly known as peppermint, is one cool dude. We love the peppermint in this tea, not only for its ability to promote healthy digestion, but also for its high essential oil content. Our herbalists have carefully crafted this tea by combining green tea, a time-honored healthy beverage, with the extra wellness benefits of uplifting peppermint to support a healthy you. These statements have not been evaluated by the food and drug administration. This product is not intended to diagnose, treat, cure or prevent any disease.","Traditional Medicinals Green Tea, Peppermint, 16 Count (Pack of 6)",7.74
539,539,"Personality: goes with the flow, supportive. Herbal power: supports kidney function and healthy digestion. Reason to love: one person&#x2019;s weed is another person&#x2019;s wonder-herb. With a name stemming from French translation dent &#x2013; de &#x2013; lion, literally meaning tooth of a lion, dandelions are easily identified not just by their bright yellow flowers, but also by their long, jagged, tooth-like leaves. Traditionally used to support kidney function by promoting flushing of the kidneys, we love how this blend of dandelion leaf and unroasted dandelion root also helps promote happy and healthy digestion. Taste: enjoyably mild and sweet.","Traditional Medicinals Herbal Tea, Dandelion Leaf and Root, 16 Count, (Pack of 6)",33.11
540,540,"What is Coconut Sugar?Unlike table sugar, coconut sugar is unrefined, maintaining all the nutritional elements that are normally destroyed during industrial processing. Derived from the sap of the coconut palm tree, coconut sugar boasts many of the same health-promoting properties as other coconut products. This mineral-rich sweetener is the perfect way to satisfy your sweet tooth with no guilty consequence.Organic Coconut Sugar: A Healthy Sugar AlternativeLow-Glycemic:Coconut Sugar is a low-glycemic sweetener that has been shown to support healthy blood sugar balance. A study published by the Food and Nutrition Research Institute compared the glycemic indexes of both coconut sugar and table sugar on a scale of 100, indicating a value of 35 and 60, respectively. Viva Labs Organic Coconut Sugar is a one-to-one ratio with table sugar, helping you to achieve the same sweetness without the corresponding sugar spike.Nutrient-Dense:Because coconut sugar is unrefined, it maintains essential nutrients like calcium, potassium, iron and zinc. A study published by the Food and Nutrition Research Institute indicated that coconut sugar had roughly double of the amount of iron compared to ordinary table sugar in a 100g serving. One tablespoon of Viva Labs Organic Coconut Sugar represents 10% of your daily iron intake, based on a 2,000 calorie diet.The Viva Labs DifferenceTo produce Viva Labs' Organic Coconut Sugar, local farmers ""tap"" the delicate, unopened flowers of coconut palm trees, oozing with sweet coconut nectar. Prior to heating, the sap is poured through a strainer, ensuring all waste matter is removed. Viva Labs processes the sap immediately after collection, obtaining a better quality sugar and sweet flavour. The coconut sap then undergoes a reduction process under heat, evaporating unwanted moisture, leaving you with pure, granulated organic coconut sugar.","Viva Labs Premium Organic Granulated Coconut Sugar, 1 lbs",8.99
541,541,"Lose Weight. Never Flavor. Cultivated from the world&#x2019;s finest beans, Coffee Blenders Lean is a 5-star, 100% Arabica dark blend that&#x2019;s hand-roasted and packaged within hours to guarantee rich, full-bodied flavor. Each K-cup also boasts a daily dose of Svetol, an all-natural green coffee bean extract that can help you lose weight. In fact, subjects in a clinical study lost and average of 11 pounds in 60 days when consuming 400mg of Svetol daily. ABOUT COFFEE BLENDERS Coffee Blenders is the original line of functional, Keurig - Compatible coffees. Cultivated in the fertile soil of South American mountain ranges and handcrafted by renowned sommeliers, our mall batch artisan roasts blend robust aromas and delicious flavors with safe, all-natural nutrients. Each sip stimulates your senses while delivering a range of clinically proven health benefits to the mind and body. Your cup of coffee will never be the same.","Coffee Blenders  Lean Single Serve Cups for Keurig K-Cup Brewers,15 Count",12.99
542,542,,"Nature Valley Bistro Cups Oatmeal for the Keurig&reg; Machine, Apple Cinnamon Almond, 22.1 Ounce (8 count)",7.83
543,543,,"Nescafe with Coffee-mate, French Vanilla Powder, 12 Ounce",16.99
544,544,Organic sweet and lite sugar and stevia blend is a multi-purpose natural sweetener. Our unique blend is perfect for those managing calories and blood sugar. Great in beverages and sprinkled over cereal and fruit.,"Wholesome Sweeteners Organic Sweet and Lite Sugar and Stevia Blend, 1.25 Pound",12.49
545,545,"Wonka Random has it all. Nearly 100 possible fun shapes can be found in our bags. It could be a monkey, a foot, a pair of sunglasses, even a mustache! There are three different gummy textures in enery bag. Traditional gummy, a foamy backed gummy & a delicious jam filled gummy. Seven possible fruit flavors are packed into each bag!","Wonka Randoms Gummy Stand Up Bag, 10 Ounce",6.8
546,546,"The street corners of big cities are sprinkled with vendors selling warm, cinnamon-coated nuts and our cinnamon nut is reminiscent of this delicious treat. Almonds, pecans, and cashews are mixed with sunflower seeds, pumpkin seeds, and raisins, and we toss it all together with cinnamon and smooth vanilla extract for a true taste of downtown.","Larabar Renola Grain-Free Granola, Cinnamon Nut, 18.75 Ounce",26.02
547,547,,"Betty Crocker Dry Meals Suddenly Grain Salad, Harvest, 6.7 Ounce (Pack of 12)",0.0
